Course	CRN	Type	Dates	Days	Start	Finish	Room
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	F	9:30	10:20	GBG02
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	W	9:30	10:20	GBG03
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	T	9:30	10:20	GBG04
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	R	9:30	10:20	GBG07
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	M	9:30	10:20	GBG34
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	MF	10:30	11:20	GBG34
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	F	11:30	12:20	GBG03
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	R	12:40	13:30	GBG04
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	R	13:40	14:30	GBG04
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	MTRF	14:40	15:30	GBG04
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	W	14:40	15:30	GBG07
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	RF	15:40	16:30	GBG02
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	M	15:40	16:30	GBG04
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	W	15:40	16:30	GBG07
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	T	15:40	16:30	GBG34
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	T	16:40	17:30	GBG34
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	R	17:40	18:30	GBG03
LAWS212	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	T	17:40	18:30	GBG04
LAWS213	189	Lecture	Trimester 1	MWF	16:40	17:30	GBLT2
LAWS213	189	Lecture	Trimester 2	MWF	16:40	17:30	GBLT2
LAWS213	4528	Lecture	Trimester 1	MWF	13:40	14:30	GBLT2
LAWS213	4528	Lecture	Trimester 2	MWF	13:40	14:30	GBLT2
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	F	8:30	9:20	GBG02
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	T	8:30	9:20	GBG04
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	W	9:30	10:20	GBG02
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	F	9:30	10:20	GBG04
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	TR	9:30	10:20	GBG05
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	T	10:30	11:20	GBG02
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	R	10:30	11:20	GBG04
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	W	10:30	11:20	GBG34
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	MT	11:30	12:20	GBG02
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	M	12:40	13:30	GBG02
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	R	12:40	13:30	GBG07
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	TF	12:40	13:30	GBG34
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	T	13:40	14:30	GBG03
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	WF	14:40	15:30	GBG05
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	M	14:40	15:30	GBG07
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	W	15:40	16:30	GB117
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	F	15:40	16:30	GBG04
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	M	15:40	16:30	GBG07
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	F	17:40	18:30	GBG03
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	M	17:40	18:30	GBG04
LAWS213	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk Tri 1)	W	17:40	18:30	RWW311
LAWS214	190	Lecture	Trimester 1	TR	11:30	12:20	GBLT2
LAWS214	190	Lecture	Trimester 1	F	12:40	13:30	GBLT2
LAWS214	190	Lecture	Trimester 2	TR	11:30	12:20	GBLT2
LAWS214	190	Lecture	Trimester 2	F	12:40	13:30	GBLT2
LAWS214	4529	Lecture	Trimester 1	TRF	15:40	16:30	GBLT2
LAWS214	4529	Lecture	Trimester 2	TRF	15:40	16:30	GBLT2
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	R	8:30	9:20	GBG02
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	T	8:30	9:20	GBG34
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	F	9:30	10:20	GBG03
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	R	9:30	10:20	GBG04
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	T	9:30	10:20	RWW220
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	MW	11:30	12:20	GBG03
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	F	11:30	12:20	GBG34
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	R	12:40	13:30	GBG02
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	MW	12:40	13:30	GBG03
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	MR	13:40	14:30	GBG02
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	MTF	14:40	15:30	GBG02
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	W	14:40	15:30	RWW220
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	MW	15:40	16:30	GBG02
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	WF	16:40	17:30	GBG02
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	M	16:40	17:30	GBG03
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	R	16:40	17:30	RWW311
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	M	17:40	18:30	GBG02
LAWS214	Tut	Tutorial	Trimester 1 + 2 (starts 3rd wk T1 + T2)	R	17:40	18:30	GBG34
LAWS297	18008	Lecture	Trimester 1	T	17:40	18:30	RHLT1
LAWS297	18008	Lecture	Wks of Jul 11 - Aug 01	T	17:40	18:30	RHLT1
LAWS301	6031	Lecture	Trimester 1 + 2	MWF	11:30	12:20	RHLT1
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	F	8:30	9:20	GBG04
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	T	8:30	9:20	GBG07
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	F	9:30	10:20	GBG05
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	TR	9:30	10:20	RWW313
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	F	10:30	11:20	GBG03
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	T	10:30	11:20	GBG04
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	R	10:30	11:20	GBG07
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	T	11:30	12:20	GBG04
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	W	12:40	13:30	GBG02
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	F	12:40	13:30	GBG03
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	M	12:40	13:30	GBG04
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	F	13:40	14:30	GBG02
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	W	13:40	14:30	GBG03
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	M	13:40	14:30	GBG04
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	R	13:40	14:30	GBG07
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	W	14:40	15:30	GB117
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	M	14:40	15:30	GBG05
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	R	14:40	15:30	GBG07
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	R	15:40	16:30	GBG04
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	M	15:40	16:30	GBG05
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	W	15:40	16:30	RWW311
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	TW	16:40	17:30	GBG07
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	T	17:40	18:30	GBG07
LAWS301	6031	Tutorial	Trimester 1 + 2 (starts 2nd wk)	W	17:40	18:30	RWW221
LAWS303	6033	Lecture	Trimester 1	T	15:40	16:30	GBLT3
LAWS303	6033	Lecture	Trimester 1	R	15:40	17:30	GBLT3
LAWS312	18777	Lecture	Trimester 1	RF	9:30	10:20	GBLT1
LAWS312	18777	Lecture	Trimester 1	M	9:30	10:20	GBLT2
LAWS312	18778	Lecture	Trimester 2	M	16:40	17:30	GBLT1
LAWS312	18778	Lecture	Trimester 2	TR	16:40	17:30	GBLT2
LAWS313	8589	Lecture	Trimester 2	TWF	10:30	11:20	GBLT1
LAWS316	197	Lecture	Trimester 2	T	12:40	13:30	GBLT1
LAWS316	197	Lecture	Trimester 2	WF	12:40	13:30	GBLT4
LAWS317	28315	Lecture	Trimester 1	TRF	9:30	10:20	GBLT4
LAWS318	6040	Lecture	Wks of Jan 04 - Feb 08 2016	TRF	12:40	14:30	GBLT3
LAWS318	6040	Lecture	Wks of Nov 14 - Dec 19	F	11:30	13:20	GBLT4
LAWS318	6040	Lecture	Wks of Nov 14 - Dec 19	T	12:40	14:30	GBLT2
LAWS318	6040	Lecture	Wks of Nov 14 - Dec 19	R	12:40	14:30	GBLT4
LAWS320	6042	Lecture	Trimester 1	TR	8:30	9:20	GBLT3
LAWS320	6042	Lecture	Trimester 1	F	8:30	9:20	GBLT4
LAWS321	6043	Lecture	Trimester 1	M	10:30	11:20	GBLT1
LAWS321	6043	Lecture	Trimester 1	R	10:30	12:20	RHLT2
LAWS322	199	Lecture	Trimester 2	TWF	14:40	15:30	GBLT3
LAWS329	6048	Lecture	Trimester 2	TWF	13:40	14:30	GBLT3
LAWS330	6049	Lecture	Trimester 2	TRF	8:30	9:20	GBLT3
LAWS331	10001	Lecture	Wks of Jan 04 - Feb 08 2016	W	14:40	16:30	GBLT3
LAWS331	10001	Lecture	Wks of Jan 04 - Feb 08 2016	TF	14:40	16:30	GBLT4
LAWS331	10001	Lecture	Trimester 2	TWF	14:40	15:30	GBLT4
LAWS333	13571	Lecture	Trimester 1	T	9:30	10:20	RHLT3
LAWS333	13571	Lecture	Trimester 1 (last 6 weeks)	R	9:30	11:20	GB117
LAWS333	13571	Lecture	Trimester 1 (last 6 weeks)	R	13:40	15:30	GB117
LAWS333	13571	Lecture	Wks of Feb 29 - Apr 18	R	9:30	11:20	RHLT3
LAWS334	203	Lecture	Trimester 1	TW	11:30	12:20	GBLT1
LAWS334	203	Lecture	Trimester 1	F	11:30	12:20	GBLT2
LAWS334	8337	Lecture	Wks of Jan 04 - Feb 08 2016	TWF	10:30	12:20	GBLT2
LAWS334	8337	Lecture	Wks of Nov 14 - Dec 19	T	10:30	12:20	GBLT1
LAWS334	8337	Lecture	Wks of Nov 14 - Dec 19	MR	10:30	12:20	GBLT2
LAWS335	205	Lecture	Trimester 1	TF	11:30	12:20	GBLT3
LAWS335	205	Lecture	Trimester 1	R	11:30	12:20	GBLT4
LAWS340	10259	Lecture	Trimester 2	W	14:40	15:30	GBLT1
LAWS340	10259	Lecture	Trimester 2	M	14:40	16:30	GBLT1
LAWS340	6050	Lecture	Trimester 1	F	8:30	9:20	GBLT2
LAWS340	6050	Lecture	Trimester 1	T	8:30	10:20	GBLT1
LAWS341	6052	Lecture	Trimester 2	F	15:40	16:30	GBLT4
LAWS341	6052	Lecture	Trimester 2	T	15:40	17:30	GBLT4
LAWS344	19759	Lecture	Wks of Jan 04 - Feb 08 2016	TRF	14:40	16:30	GB117
LAWS344	19759	Lecture	Trimester 2	TRF	8:30	9:20	GBLT4
LAWS350	6057	Lecture	Trimester 2	R	8:30	9:20	GBLT1
LAWS350	6057	Lecture	Trimester 2	TF	8:30	9:20	GBLT2
LAWS352	214	Lecture	Trimester 1	RF	8:30	9:20	GBLT1
LAWS352	214	Lecture	Trimester 1	T	8:30	9:20	GBLT2
LAWS353	215	Lecture	Trimester 2	R	10:30	11:20	GBLT2
LAWS353	215	Lecture	Trimester 2	TF	10:30	11:20	RHLT2
LAWS354	217	Lecture	Summer 2016 Wks of Jan 09 - Jan 23 2017	TWRF	9:30	12:20	GBLT1
LAWS355	219	Lecture	Trimester 1	T	14:40	15:30	GBLT1
LAWS355	219	Lecture	Trimester 1	WF	14:40	15:30	GBLT2
LAWS356	221	Lecture	Trimester 1	F	14:40	15:30	GBLT1
LAWS356	221	Lecture	Trimester 1	TR	16:40	17:30	GBLT1
LAWS360	10680	Lecture	Trimester 1	F	16:40	17:30	GBLT1
LAWS360	10680	Lecture	Trimester 1	TR	16:40	17:30	GBLT2
LAWS362	6061	Lecture	Trimester 2	TWF	11:30	12:20	GBLT4
LAWS363	6062	Lecture	Trimester 2	MWR	10:30	11:20	GBLT3
LAWS365	6064	Lecture	Trimester 1	MWF	15:40	16:30	GBLT3
LAWS370	6068	Lecture	Trimester 1	TRF	15:40	16:30	GBLT1
LAWS379	10002	Lecture	Trimester 2	T	12:40	13:30	GBLT2
LAWS379	10002	Lecture	Trimester 2	R	12:40	14:30	GBLT2
LAWS380	18103	Lecture	Trimester 1	MW	12:40	13:30	GBLT1
LAWS380	18103	Lecture	Trimester 1	T	12:40	13:30	RHLT2
LAWS390	13139	Lecture	Wks of Jan 04 - Feb 08 2016	TWF	8:30	10:20	GBLT4
LAWS391	7215	Lecture	Trimester 2	R	12:40	13:30	GBLT4
LAWS391	7215	Lecture	Trimester 2	T	12:40	14:30	GBLT4
LAWS392	6079	Lecture	Wks of Nov 14 - Dec 19	MWR	8:30	10:20	GBLT1
LAWS393	225	Lecture	Wks of Nov 14 - Dec 19	TWR	8:30	10:20	GBLT4
LAWS430	9950	Lecture	Trimester 1	M	17:40	19:30	GB117
LAWS431	9951	Lecture	Trimester 1	R	17:40	19:30	GB117
LAWS432	9952	Lecture	Trimester 1	T	17:40	19:30	GB117
LAWS433	9953	Lecture	Trimester 1	W	17:40	19:30	GBG34
LAWS434	9954	Lecture	Trimester 1	W	13:40	15:30	GBG02
LAWS437	28388	Lecture	Wks of Aug 01 - Aug 08, Sep 05 - Sep 12	WR	17:00	19:50	KS50/409
LAWS437	9957	Lecture	Wks of Aug 01 - Aug 08, Sep 05 - Sep 12	WR	16:40	19:30	GB117
LAWS438	9958	Lecture	Trimester 1	T	9:30	11:20	GBG07
LAWS439	9959	Lecture	Trimester 1	T	17:40	19:30	GBG05
LAWS442	9962	Lecture	Wks of Jul 11, Aug 01, Sep 05, Oct 03	S	9:30	14:20	GB340
LAWS442	9962	Lecture	Wks of Jul 11, Aug 01, Sep 05, Oct 03	F	15:40	17:30	GB340
LAWS443	9963	Lecture	Trimester 1	R	17:40	19:30	GBG07
LAWS444	9964	Lecture	Trimester 2	T	13:40	15:30	GB117
LAWS447	9967	Lecture	Trimester 2	T	17:40	19:30	GB117
LAWS449	9969	Lecture	Wks of Nov 14 - Dec 19	F	9:30	11:20	GB117
LAWS449	9969	Lecture	Wks of Nov 14 - Dec 19	W	10:30	12:20	GB117
LAWS521	297	Lecture	Trimester 1 + 2	T	16:40	18:30	GBG02
LAWS521	297	Lecture	Week of May 23 2016	SU	9:00	16:30	GB340
LAWS522	7182	Lecture	Week of July 18 2016	F	16:40	20:30	GB340
LAWS522	7182	Lecture	Wks of Apr 04, May 02, Jul 18	S	9:00	17:00	GB340
LAWS522	7182	Lecture	Wks of Mar 07, Sep 19, Oct 10	T	17:30	19:20	GB340
LAWS523	299	Lecture	Trimester 1 + 2	W	17:40	19:30	GBG07
LAWS524	7183	Lecture	Trimester 1	T	17:40	19:30	GBG34
LAWS524	7183	Lecture	Trimester 2	M	17:40	19:30	GBG34
LAWS525	301	Lecture	Trimester 2 (first 6 weeks)	W	17:40	19:30	GBG03
LAWS525	301	Lecture	Week of July 25 2016	S	9:00	17:00	GBG03
LAWS525	301	Lecture	Week of November 21 2016	MTWRF	17:40	20:30	GBG03
LAWS526	7774	Lecture	Trimester 1 + 2	W	17:40	19:30	GBG02
LAWS527	28359	Lecture	Wks of Apr 04 - Apr 11	WRF	9:00	17:00	KS50/409
LAWS527	304	Lecture	Wks of Apr 04 - Apr 11	WRF	9:00	17:00	GB238
LAWS528	28360	Lecture	Week of September 12 2016	MTWRF	9:00	17:00	KS50/409
LAWS528	8177	Lecture	Week of September 12 2016	MTWRF	9:00	17:00	GB238
LAWS529	306	Lecture	Week of November 14 2016	RF	9:00	17:00	GBG03
LAWS529	306	Lecture	Week of November 21 2016	MTW	9:00	17:00	GBG03
LAWS530	7178	Lecture	Trimester 1	M	17:40	19:30	GB117
LAWS531	10513	Lecture	Trimester 1	R	17:40	19:30	GB117
LAWS532	7179	Lecture	Trimester 1	T	17:40	19:30	GB117
LAWS533	311	Lecture	Trimester 1	W	17:40	19:30	GBG34
LAWS534	7180	Lecture	Trimester 1	W	13:40	15:30	GBG02
LAWS536	7181	Lecture	Week of May 02 2016	RF	9:30	16:30	RHMZ05
LAWS536	7181	Lecture	Week of May 09 2016	MT	9:30	16:30	RHMZ05
LAWS537	28389	Lecture	Wks of Aug 01 - Aug 08, Sep 05 - Sep 12	WR	17:00	19:50	KS50/409
LAWS537	316	Lecture	Wks of Aug 01 - Aug 08, Sep 05 - Sep 12	WR	16:40	19:30	GB117
LAWS538	8178	Lecture	Trimester 1	T	9:30	11:20	GBG07
LAWS539	319	Lecture	Trimester 1	T	17:40	19:30	GBG05
LAWS541	28361	Lecture	Wks of Jul 18, Aug 08, Sep 12, Oct 10	S	9:30	14:20	KS50/401
LAWS541	28361	Lecture	Wks of Jul 18, Aug 08, Sep 12, Oct 10	F	16:40	18:30	KS50/401
LAWS541	322	Lecture	Wks of Jul 18, Aug 08, Sep 12, Oct 10	S	9:30	14:20	GBG34
LAWS541	322	Lecture	Wks of Jul 18, Aug 08, Sep 12, Oct 10	F	16:40	18:30	GBG34
LAWS542	8591	Lecture	Wks of Jul 11, Aug 01, Sep 05, Oct 03	S	9:30	14:20	GB340
LAWS542	8591	Lecture	Wks of Jul 11, Aug 01, Sep 05, Oct 03	F	15:40	17:30	GB340
LAWS543	324	Lecture	Trimester 1	R	17:40	19:30	GBG07
LAWS544	325	Lecture	Trimester 2	T	13:40	15:30	GB117
LAWS545	326	Lecture	Wks of Aug 01, Aug 15, Sep 19	S	9:30	15:30	GBG03
LAWS545	326	Lecture	Wks of Aug 01, Aug 15, Sep 19	F	17:40	19:30	GBG34
LAWS547	8592	Lecture	Trimester 2	T	17:40	19:30	GB117
LAWS548	8593	Lecture	Wks of Jul 25, Aug 15	F	9:00	17:00	GBG07
LAWS548	8593	Lecture	Wks of Jul 25, Aug 15	S	9:00	17:00	GBG34
LAWS549	8594	Lecture	Wks of Nov 14 - Dec 19	F	9:30	11:20	GB117
LAWS549	8594	Lecture	Wks of Nov 14 - Dec 19	W	10:30	12:20	GB117
LAWS550	8727	Lecture	Trimester 2	T	16:40	18:30	GBG03
LAWS581	8230	Lecture	Wks of Feb 29 - Mar 07	S	9:30	13:30	GB117
LAWS581	8230	Lecture	Wks of Feb 29 - Mar 07	F	17:40	20:30	GB117
LAWS581	8798	Lecture	Wks of Jul 11 - Jul 18	S	9:30	13:30	GBG07
LAWS581	8798	Lecture	Wks of Jul 11 - Jul 18	F	17:40	20:30	GBG07
LING101	18002	Lecture	Trimester 1	MR	11:00	11:50	HULT220
LING101	18002	Lecture	Trimester 1	W	11:00	11:50	HULT323
LING101	18002	Tutorial	Trimester 1 (starts 2nd week)	F	9:00	9:50	VZ509
LING101	18002	Tutorial	Trimester 1 (starts 2nd week)	WR	15:10	16:00	KP24/101
LING101	18002	Tutorial	Trimester 1 (starts 2nd week)	M	15:10	16:00	VZ107
LING101	18002	Tutorial	Trimester 1 (starts 2nd week)	MTW	16:10	17:00	VZ103
LING111	27023	Lecture	Trimester 2	MWF	9:00	9:50	HULT323
LING111	27023	Tutorial	Trimester 2 (starts 2nd week)	R	9:00	9:50	OK501
LING111	27023	Tutorial	Trimester 2 (starts 2nd week)	R	12:00	12:50	OK501
LING111	27023	Tutorial	Trimester 2 (starts 2nd week)	W	13:10	14:00	AM103
LING111	27023	Tutorial	Trimester 2 (starts 2nd week)	R	13:10	14:00	OK501
LING111	27023	Tutorial	Trimester 2 (starts 2nd week)	R	14:10	15:00	AM103
LING111	27023	Tutorial	Trimester 2 (starts 2nd week)	F	14:10	15:00	MY303
LING111	27023	Tutorial	Trimester 2 (starts 2nd week)	F	15:10	16:00	MY303
LING111	27023	Tutorial	Trimester 2 (starts 2nd week)	R	16:10	17:00	MY301
LING221	7010	Lecture	Trimester 1	F	9:00	9:50	HULT119
LING221	7010	Lecture	Trimester 1	MW	9:00	9:50	MYLT220
LING221	7010	Tutorial	Trimester 1 (starts 2nd week)	T	14:10	15:00	VZ105
LING221	7010	Tutorial	Trimester 1 (starts 2nd week)	T	15:10	16:00	VZ105
LING221	7010	Tutorial	Trimester 1 (starts 2nd week)	F	10:00	10:50	KP22/104
LING226	15285	Lecture	Trimester 2	M	13:10	14:00	MY632
LING226	15285	Lecture	Trimester 2	W	13:10	15:00	LBLT118
LING227	27026	Lecture	Trimester 1	MW	15:10	16:00	EALT206
LING227	27026	Lecture	Trimester 1	R	15:10	16:00	MYLT220
LING227	27026	Tutorial	Trimester 1	M	12:00	12:50	VZ104
LING227	27026	Tutorial	Trimester 1	M	16:10	17:00	KP24/202
LING227	27026	Tutorial	Trimester 1	W	17:10	18:00	KP24/201
LING228	27024	Lecture	Trimester 2	W	15:10	16:00	HMLT001
LING228	27024	Lecture	Trimester 2	M	15:10	16:00	MYLT220
LING228	27024	Lecture	Trimester 2 (excl wks of Jul 25, Aug 08)	R	15:10	16:00	HMLT001
LING228	27024	Lecture	Wks of Jul 25, Aug 08	R	15:10	17:00	KK216
LING228	27024	Lecture	Wks of Jul 25, Aug 08	R	15:10	17:00	KK217
LING228	27024	Tutorial	Trimester 2 (starts 2nd week)	W	14:10	15:00	MY631
LING228	27024	Tutorial	Trimester 2 (starts 2nd week)	R	9:00	9:50	AM103
LING228	27024	Tutorial	Trimester 2 (starts 2nd week)	T	9:00	9:50	OK501
LING322	7015	Lecture	Trimester 2	W	11:00	11:50	HMLT001
LING322	7015	Lecture	Trimester 2	F	11:00	11:50	MYLT101
LING322	7015	Tutorial	Trimester 2	F	12:00	12:50	AM104
LING322	7015	Tutorial	Trimester 2	R	14:10	15:00	KK204
LING323	7016	Lecture	Trimester 1	WR	16:10	17:00	AM102
LING323	7016	Lecture	Trimester 1	M	16:10	17:00	AM102
LING323	7016	Tutorial	Trimester 1 (starts 2nd week)	M	9:00	9:50	KP22/104
LING323	7016	Tutorial	Trimester 1 (starts 2nd week)	F	9:00	9:50	KP24/101
LING323	7016	Tutorial	Trimester 1 (starts 2nd week)	F	14:10	15:00	KP24/202
LING327	17006	Lecture	Trimester 2	MWR	16:10	17:00	KK202
LING328	17007	Lecture	Trimester 1	MWF	12:00	12:50	CO119
LING330	17009	Lecture	Trimester 2	R	11:00	12:50	AM102
LING407	424	Lecture	Trimester 1	R	12:00	13:30	VZ107
LING422	17011	Lecture	Trimester 2	W	11:00	11:50	HMLT001
LING422	17011	Lecture	Trimester 2	F	11:00	11:50	MYLT101
LING423	17012	Lecture	Trimester 1	WR	16:10	17:00	AM102
LING423	17012	Lecture	Trimester 1	M	16:10	17:00	AM102
LING427	17014	Lecture	Trimester 2	MWR	16:10	17:00	KK202
LING428	17015	Lecture	Trimester 1	MWF	12:00	12:50	CO119
LING430	17017	Lecture	Trimester 2	R	11:00	12:50	AM102
MAOR001	27102	Lecture	Trimester 1	TR	10:00	11:50	MR101
MAOR002	27103	Lecture	Trimester 1	T	14:10	16:00	MR101
MAOR002	27103	Tutorial	Trimester 1 (starts 2nd week)	T	16:10	17:00	MR101
MAOR003	27104	Lecture	Trimester 1 + 2	M	9:00	10:50	KK203
MAOR003	27104	Lecture	Trimester 1 + 2	F	9:00	10:50	KK204
MAOR003	27104	Tutorial	Trimester 1	R	9:00	9:50	OK524
MAOR003	27104	Tutorial	Trimester 2	R	9:00	9:50	VZ506
MAOR101	434	Lecture	Trimester 1	T	12:00	12:50	MCLT102
MAOR101	434	Lecture	Trimester 1	R	12:00	13:50	MCLT102
MAOR101	434	Tutorial	Trimester 1 (starts 2nd week)	W	9:00	9:50	VZ011
MAOR101	434	Tutorial	Trimester 1 (starts 2nd week)	R	11:00	11:50	VZ011
MAOR101	434	Tutorial	Trimester 1 (starts 2nd week)	W	12:00	12:50	VZ011
MAOR101	434	Tutorial	Trimester 1 (starts 2nd week)	TF	13:10	14:00	VZ011
MAOR101	434	Tutorial	Trimester 1 (starts 2nd week)	TW	14:10	15:00	VZ011
MAOR101	434	Tutorial	Trimester 1 (starts 2nd week)	R	16:10	17:00	VZ011
MAOR102	435	Lecture	Trimester 2	M	15:10	16:00	HULT220
MAOR102	435	Lecture	Trimester 2	R	15:10	17:00	MR101
MAOR102	435	Tutorial	Trimester 2 (starts 2nd week)	TW	10:00	10:50	VZ011
MAOR102	435	Tutorial	Trimester 2 (starts 2nd week)	F	11:00	11:50	VZ003
MAOR102	435	Tutorial	Trimester 2 (starts 2nd week)	R	14:10	15:00	VZ011
MAOR102	435	Tutorial	Trimester 2 (starts 2nd week)	T	16:10	17:00	VZ003
MAOR102	8312	Lecture	Wks of Jan 04 - Feb 08 2016	TWF	10:00	11:50	MYLT220
MAOR102	8312	Tutorial	Wks of Jan 04 - Feb 08 2016	TW	12:00	13:50	VZ011
MAOR102	8312	Tutorial	Wks of Jan 04 - Feb 08 2016	TW	14:10	16:00	VZ011
MAOR111	18004	Lecture	Trimester 1	M	12:00	13:50	HMLT205
MAOR111	18004	Lecture	Trimester 1	W	12:00	13:50	MR101
