Course	CRN	Type	Dates	Days	Start	Finish	Room
ACCY001	15419	Lecture	Week of March 14 2016	W	17:40	18:30	RHLT2
ACCY001	15419	Lecture	Week of March 14 2016	M	16:10	17:00	MCLT101
ACCY001	15420	Lecture	Week of July 25 2016	M	16:10	17:00	HMLT205
ACCY001	15455	Lecture	Week of November 14 2016	W	9:30	10:20	GBLT2
ACCY111	6603	Lecture	Trimester 1	TW	16:10	17:00	MCLT101
ACCY111	6603	Workshop	Trimester 1	R	16:10	17:00	HMLT205
ACCY111	6604	Lecture	Trimester 1	W	11:00	11:50	SUMT228
ACCY111	6604	Lecture	Trimester 1	T	12:00	12:50	SUMT228
ACCY111	6604	Workshop	Trimester 1	R	11:00	11:50	SUMT228
ACCY111	6605	Lecture	Trimester 2	TR	15:10	16:00	KKLT303
ACCY111	6605	Workshop	Trimester 2	F	12:00	12:50	MCLT103
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	T	9:00	9:50	MY107
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	WRF	9:00	9:50	OK301
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	WF	10:00	10:50	AM102
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	TR	10:00	10:50	EA201
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	10:00	10:50	KK203
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	TR	10:00	10:50	MY107
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	F	10:00	10:50	OK301
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	10:00	10:50	VZ710
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	F	11:00	11:50	AM102
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	11:00	11:50	CO118
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	11:00	11:50	MY103
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	T	11:00	11:50	MY107
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	F	11:00	11:50	OK301
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	T	11:00	11:50	VZ710
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	12:00	12:50	EA201
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	12:00	12:50	MY107
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	MWR	12:00	12:50	OK301
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	F	12:00	12:50	VZ710
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	13:10	14:00	CO118
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	13:10	14:00	MY103
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	13:10	14:00	MY107
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	TWR	13:10	14:00	OK301
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	R	13:10	14:00	VZ710
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	14:10	15:00	KK106
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	R	14:10	15:00	KP14/101
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	T	14:10	15:00	OK301
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	14:10	15:00	VZ101
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	WR	15:10	16:00	KP14/101
ACCY111	Tut	Tutorial	Trimester 1 (starts 3rd week)	MT	15:10	16:00	VZ710
ACCY111	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	10:00	10:50	MY108
ACCY111	Tut	Tutorial	Trimester 2 (starts 3rd week)	MWR	10:00	10:50	MY223
ACCY111	Tut	Tutorial	Trimester 2 (starts 3rd week)	MW	11:00	11:50	MY107
ACCY111	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	11:00	11:50	MY223
ACCY111	Tut	Tutorial	Trimester 2 (starts 3rd week)	R	11:00	11:50	OK301
ACCY111	Tut	Tutorial	Trimester 2 (starts 3rd week)	W	13:10	14:00	MY107
ACCY111	Tut	Tutorial	Trimester 2 (starts 3rd week)	MTR	13:10	14:00	MY223
ACCY111	Tut	Tutorial	Trimester 2 (starts 3rd week)	MR	14:10	15:00	KP14/101
ACCY111	Tut	Tutorial	Trimester 2 (starts 3rd week)	W	14:10	15:00	MY223
ACCY111	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	14:10	15:00	VZ103
ACCY130	23001	Lecture	Trimester 1	TR	15:10	16:00	KKLT303
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	TWR	10:00	10:50	MY105
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	MTWF	11:00	11:50	MY105
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	R	11:00	11:50	MY108
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	F	12:00	12:50	MY105
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	R	12:00	12:50	MY806
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	T	13:10	14:00	CO118
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	W	13:10	14:00	CO228
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	MR	13:10	14:00	MY105
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	TW	14:10	15:00	MY223
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	MR	14:10	15:00	MY303
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	M	15:10	16:00	MY301
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	W	10:00	10:50	AM104
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	T	10:00	10:50	KK203
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	R	10:00	10:50	OK301
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	F	11:00	11:50	CO228
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	MW	11:00	11:50	KK203
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	T	11:00	11:50	MY103
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	R	11:00	11:50	OK301
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	T	12:00	12:50	CO119
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	M	12:00	12:50	KK203
ACCY130	23001	Tutorial	Trimester 1 (starts 3rd week)	W	12:00	12:50	VZ710
ACCY130	23002	Lecture	Trimester 2	MW	13:10	14:00	HMLT205
ACCY130	23003	Lecture	Trimester 2	MW	14:10	15:00	HMLT205
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	WF	9:00	9:50	OK301
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	TR	9:00	9:50	VZ710
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	RF	10:00	10:50	CO119
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	W	10:00	10:50	KK203
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	TR	10:00	10:50	MY103
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	M	10:00	10:50	MY107
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	F	10:00	10:50	OK301
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	MW	10:00	10:50	VZ710
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	11:00	11:50	CO119
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	MWRF	11:00	11:50	EA201
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	TR	11:00	11:50	MY103
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	F	11:00	11:50	OK301
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	MW	11:00	11:50	VZ710
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	12:00	12:50	EA201
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	WRF	12:00	12:50	OK301
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	M	12:00	12:50	VZ710
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	13:10	14:00	EA201
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	M	13:10	14:00	MY103
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	R	13:10	14:00	OK301
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	W	13:10	14:00	VZ710
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	TW	14:10	15:00	KP14/101
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	MR	14:10	15:00	OK301
ACCY130	Tut	Tutorial	Trimester 2 (starts 3rd week)	MTWR	15:10	16:00	KP14/101
ACCY223	15970	Lecture	Trimester 1	TR	8:30	9:20	RHLT1
ACCY223	15970	Tutorial	Trimester 1 (starts 2nd week)	TR	9:30	10:20	RWW312
ACCY223	15970	Tutorial	Trimester 1 (starts 2nd week)	R	10:30	11:20	RWW222
ACCY223	15970	Tutorial	Trimester 1 (starts 2nd week)	T	10:30	11:20	RWW312
ACCY223	15970	Tutorial	Trimester 1 (starts 2nd week)	R	10:30	11:20	RWW414
ACCY223	15970	Tutorial	Trimester 1 (starts 2nd week)	T	11:30	12:20	RWW312
ACCY223	15970	Tutorial	Trimester 1 (starts 2nd week)	R	11:30	12:20	RWW414
ACCY223	15970	Tutorial	Trimester 1 (starts 2nd week)	TR	13:40	14:30	RWW312
ACCY223	15970	Tutorial	Trimester 1 (starts 2nd week)	T	14:40	15:30	RWW223
ACCY223	15970	Tutorial	Trimester 1 (starts 2nd week)	R	14:40	15:30	RWW312
ACCY223	15970	Tutorial	Trimester 1 (starts 2nd week)	T	15:40	16:30	RWW222
ACCY223	15970	Tutorial	Trimester 1 (starts 2nd week)	R	15:40	16:30	RWW312
ACCY223	204	Lecture	Trimester 2	TF	13:40	14:30	RHLT1
ACCY223	204	Tutorial	Trimester 2 (starts 3rd week)	T	9:30	10:20	RWW130
ACCY223	204	Tutorial	Trimester 2 (starts 3rd week)	TF	10:30	11:20	RWW311
ACCY223	204	Tutorial	Trimester 2 (starts 3rd week)	TF	11:30	12:20	RWW311
ACCY223	204	Tutorial	Trimester 2 (starts 3rd week)	TF	12:40	13:30	RWW130
ACCY223	204	Tutorial	Trimester 2 (starts 3rd week)	T	14:40	15:30	RWW130
ACCY223	204	Tutorial	Trimester 2 (starts 3rd week)	M	14:40	15:30	RWW220
ACCY223	204	Tutorial	Trimester 2 (starts 3rd week)	M	15:40	16:30	RWW130
ACCY223	204	Tutorial	Trimester 2 (starts 3rd week)	T	15:40	16:30	RWW220
ACCY223	204	Tutorial	Trimester 2 (starts 3rd week)	M	16:40	17:30	RWW221
ACCY225	15281	Lecture	Trimester 2	WF	9:30	10:20	RHLT1
ACCY225	15281	Comp Lab	Trimester 2 (starts 3rd week)	T	9:30	10:20	RWW402
ACCY225	15281	Comp Lab	Trimester 2 (starts 3rd week)	TWF	10:30	11:20	RWW402
ACCY225	15281	Comp Lab	Trimester 2 (starts 3rd week)	TWF	11:30	12:20	RWW402
ACCY225	15281	Comp Lab	Trimester 2 (starts 3rd week)	F	12:40	13:30	RWW402
ACCY225	15281	Comp Lab	Trimester 2 (starts 3rd week)	WR	13:40	14:30	RWW402
ACCY225	15281	Comp Lab	Trimester 2 (starts 3rd week)	R	14:40	15:30	RWW402
ACCY225	15281	Tutorial	Trimester 2 (starts 3rd week)	T	9:30	10:20	RWW315
ACCY225	15281	Tutorial	Trimester 2 (starts 3rd week)	F	10:30	11:20	RWW223
ACCY225	15281	Tutorial	Trimester 2 (starts 3rd week)	TW	10:30	11:20	RWW414
ACCY225	15281	Tutorial	Trimester 2 (starts 3rd week)	TF	11:30	12:20	RWW220
ACCY225	15281	Tutorial	Trimester 2 (starts 3rd week)	W	11:30	12:20	RWW222
ACCY225	15281	Tutorial	Trimester 2 (starts 3rd week)	F	12:40	13:30	RWW220
ACCY225	15281	Tutorial	Trimester 2 (starts 3rd week)	W	13:40	14:30	RWW311
ACCY225	15281	Tutorial	Trimester 2 (starts 3rd week)	R	13:40	14:30	RWW414
ACCY225	15281	Tutorial	Trimester 2 (starts 3rd week)	R	14:40	15:30	RWW223
ACCY225	18776	Lecture	Trimester 1	WF	12:40	13:30	RHLT1
ACCY225	18776	Comp Lab	Trimester 1 (starts 3rd week)	WF	9:30	10:20	RWW302
ACCY225	18776	Comp Lab	Trimester 1 (starts 3rd week)	MWF	10:30	11:20	RWW302
ACCY225	18776	Comp Lab	Trimester 1 (starts 3rd week)	MF	11:30	12:20	RWW302
ACCY225	18776	Comp Lab	Trimester 1 (starts 3rd week)	W	11:30	12:20	RWW402
ACCY225	18776	Comp Lab	Trimester 1 (starts 3rd week)	W	13:40	14:30	RWW302
ACCY225	18776	Comp Lab	Trimester 1 (starts 3rd week)	W	14:40	15:30	RWW302
ACCY225	18776	Comp Lab	Trimester 1 (starts 3rd week)	W	15:40	16:30	RWW302
ACCY225	18776	Tutorial	Trimester 1 (starts 3rd week)	F	9:30	10:20	RWW221
ACCY225	18776	Tutorial	Trimester 1 (starts 3rd week)	W	9:30	10:20	RWW223
ACCY225	18776	Tutorial	Trimester 1 (starts 3rd week)	W	10:30	11:20	RWW129
ACCY225	18776	Tutorial	Trimester 1 (starts 3rd week)	M	10:30	11:20	RWW222
ACCY225	18776	Tutorial	Trimester 1 (starts 3rd week)	F	10:30	11:20	RWW312
ACCY225	18776	Tutorial	Trimester 1 (starts 3rd week)	W	11:30	12:20	RWW220
ACCY225	18776	Tutorial	Trimester 1 (starts 3rd week)	M	11:30	12:20	RWW222
ACCY225	18776	Tutorial	Trimester 1 (starts 3rd week)	F	11:30	12:20	RWW414
ACCY225	18776	Tutorial	Trimester 1 (starts 3rd week)	W	13:40	14:30	RWW223
ACCY225	18776	Tutorial	Trimester 1 (starts 3rd week)	W	14:40	15:30	RWW222
ACCY225	18776	Tutorial	Trimester 1 (starts 3rd week)	W	15:40	16:30	RWW312
ACCY231	13069	Lecture	Trimester 1	TR	13:40	14:30	RHLT1
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	TR	9:30	10:20	RWW128
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	TR	9:30	10:20	RWW414
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	R	10:30	11:20	RHG24
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	T	10:30	11:20	RWW125
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	T	10:30	11:20	RWW413
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	M	11:30	12:20	RWW126
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	M	12:40	13:30	RWW125
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	M	13:40	14:30	RWW126
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	T	14:40	15:30	RWW127
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	R	14:40	15:30	RWW222
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	TR	14:40	15:30	RWW414
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	T	15:40	16:30	RWW126
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	T	15:40	16:30	RWW127
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	R	15:40	16:30	RWW222
ACCY231	13069	Tutorial	Trimester 1 (starts 3rd week)	R	15:40	16:30	RWW414
ACCY231	15971	Lecture	Trimester 2	TR	9:30	10:20	RHLT1
ACCY231	15971	Tutorial	Trimester 2 (starts 3rd week)	T	10:30	11:20	RWW413
ACCY231	15971	Tutorial	Trimester 2 (starts 3rd week)	R	10:30	11:20	RWW414
ACCY231	15971	Tutorial	Trimester 2 (starts 3rd week)	T	11:30	12:20	RWW127
ACCY231	15971	Tutorial	Trimester 2 (starts 3rd week)	R	11:30	12:20	RWW220
ACCY231	15971	Tutorial	Trimester 2 (starts 3rd week)	M	13:40	14:30	RWW223
ACCY231	15971	Tutorial	Trimester 2 (starts 3rd week)	T	14:40	15:30	RWW128
ACCY231	15971	Tutorial	Trimester 2 (starts 3rd week)	M	14:40	15:30	RWW313
ACCY231	15971	Tutorial	Trimester 2 (starts 3rd week)	R	14:40	15:30	RWW414
ACCY231	15971	Tutorial	Trimester 2 (starts 3rd week)	MR	15:40	16:30	RWW220
ACCY231	15971	Tutorial	Trimester 2 (starts 3rd week)	T	15:40	16:30	RWW414
ACCY302	15422	Lecture	Trimester 1	TR	9:30	10:20	GBLT2
ACCY302	15423	Lecture	Trimester 2	MR	15:40	16:30	GBLT3
ACCY302	213	Lecture	Trimester 2	MR	14:40	15:30	GBLT2
ACCY302	Tut	Tutorial	Trimester 1 (starts 3rd week)	T	8:30	9:20	RWW311
ACCY302	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	9:30	10:20	RWW220
ACCY302	Tut	Tutorial	Trimester 1 (starts 3rd week)	T	10:30	11:20	RWW220
ACCY302	Tut	Tutorial	Trimester 1 (starts 3rd week)	R	10:30	11:20	RWW312
ACCY302	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	10:30	11:20	RWW413
ACCY302	Tut	Tutorial	Trimester 1 (starts 3rd week)	T	11:30	12:20	RWW220
ACCY302	Tut	Tutorial	Trimester 1 (starts 3rd week)	R	11:30	12:20	RWW222
ACCY302	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	12:40	13:30	RWW414
ACCY302	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	13:40	14:30	RWW312
ACCY302	Tut	Tutorial	Trimester 2 (starts 3rd week)	MR	9:30	10:20	RWW130
ACCY302	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	9:30	10:20	RWW312
ACCY302	Tut	Tutorial	Trimester 2 (starts 3rd week)	R	10:30	11:20	RWW130
ACCY302	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	10:30	11:20	RWW220
ACCY302	Tut	Tutorial	Trimester 2 (starts 3rd week)	M	10:30	11:20	RWW311
ACCY302	Tut	Tutorial	Trimester 2 (starts 3rd week)	M	11:30	12:20	RWW311
ACCY302	Tut	Tutorial	Trimester 2 (starts 3rd week)	M	12:40	13:30	RWW130
ACCY302	Tut	Tutorial	Trimester 2 (starts 3rd week)	M	13:40	14:30	RWW130
ACCY302	Tut	Tutorial	Trimester 2 (starts 3rd week)	MR	14:40	15:30	RWW130
ACCY302	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	14:40	15:30	RWW220
ACCY302	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	15:40	16:30	RWW313
ACCY303	25004	Lecture	Trimester 2	W	11:30	12:20	RHMZ06
ACCY303	25004	Lecture	Trimester 2	F	12:40	13:30	RHMZ06
ACCY303	25004	Comp Lab	Trimester 2 (starts 3rd week)	MTWRF	12:40	13:30	RWW102
ACCY303	25004	Tutorial	Trimester 2 (starts 3rd week)	MTWRF	12:40	13:30	RWW125
ACCY306	220	Lecture	Trimester 2	WF	13:40	14:30	GBLT4
ACCY307	222	Lecture	Trimester 1	M	12:40	14:30	RWW413
ACCY308	15424	Lecture	Trimester 1	MW	8:30	9:20	RHLT2
ACCY308	15425	Lecture	Trimester 1	M	9:30	10:20	GBLT3
ACCY308	15425	Lecture	Trimester 1	W	9:30	10:20	GBLT4
ACCY308	224	Lecture	Trimester 2	MW	8:30	9:20	GBLT1
ACCY308	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	9:30	10:20	RWW312
ACCY308	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	9:30	10:20	RWW313
ACCY308	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	10:30	11:20	RWW223
ACCY308	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	10:30	11:20	RWW315
ACCY308	Tut	Tutorial	Trimester 1 (starts 3rd week)	R	10:30	11:20	RWW413
ACCY308	Tut	Tutorial	Trimester 1 (starts 3rd week)	R	11:30	12:20	RWW128
ACCY308	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	11:30	12:20	RWW222
ACCY308	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	11:30	12:20	RWW312
ACCY308	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	12:40	13:30	RWW126
ACCY308	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	13:40	14:30	RWW313
ACCY308	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	14:40	15:30	RWW312
ACCY308	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	14:40	15:30	RWW313
ACCY308	Tut	Tutorial	Trimester 2 (starts 3rd week)	MW	9:30	10:20	RWW221
ACCY308	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	9:30	10:20	RWW311
ACCY308	Tut	Tutorial	Trimester 2 (starts 3rd week)	MW	10:30	11:20	RWW221
ACCY308	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	10:30	11:20	RWW312
ACCY308	Tut	Tutorial	Trimester 2 (starts 3rd week)	W	11:30	12:20	RWW130
ACCY308	Tut	Tutorial	Trimester 2 (starts 3rd week)	M	11:30	12:20	RWW221
ACCY308	Tut	Tutorial	Trimester 2 (starts 3rd week)	R	12:40	13:30	RWW311
ACCY314	233	Lecture	Trimester 1	M	10:30	11:20	GBLT4
ACCY314	233	Lecture	Trimester 1	R	12:40	13:30	GBLT3
ACCY330	18308	Lecture	Trimester 1	WF	14:40	15:30	RHLT2
ACCY330	18312	Lecture	Trimester 2	TR	11:30	12:20	RHLT2
ACCY330	19736	Lecture	Trimester 2	TR	9:30	10:20	GBLT2
ACCY330	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	9:30	11:20	RWW414
ACCY330	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	10:30	12:20	RWW126
ACCY330	Tut	Tutorial	Trimester 1 (starts 3rd week)	F	10:30	12:20	RWW220
ACCY330	Tut	Tutorial	Trimester 1 (starts 3rd week)	F	10:30	12:20	RWW221
ACCY330	Tut	Tutorial	Trimester 1 (starts 3rd week)	W	12:40	14:30	RWW222
ACCY330	Tut	Tutorial	Trimester 1 (starts 3rd week)	M	13:40	15:30	RWW314
ACCY330	Tut	Tutorial	Trimester 1 (starts 3rd week)	MW	15:40	17:30	RWW220
ACCY330	Tut	Tutorial	Trimester 1 (starts 3rd week)	T	15:40	17:30	RWW312
ACCY330	Tut	Tutorial	Trimester 2 (starts 3rd week)	W	9:30	11:20	RWW130
ACCY330	Tut	Tutorial	Trimester 2 (starts 3rd week)	MTF	10:30	12:20	RWW130
ACCY330	Tut	Tutorial	Trimester 2 (starts 3rd week)	W	11:30	13:20	RWW221
ACCY330	Tut	Tutorial	Trimester 2 (starts 3rd week)	R	13:40	15:30	RWW220
ACCY330	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	13:40	15:30	RWW311
ACCY330	Tut	Tutorial	Trimester 2 (starts 3rd week)	W	14:40	16:30	RWW130
ACCY330	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	15:40	17:30	RWW130
ACCY330	Tut	Tutorial	Trimester 2 (starts 3rd week)	W	15:40	17:30	RWW220
ACCY330	Tut	Tutorial	Trimester 2 (starts 3rd week)	W	15:40	17:30	RWW221
ACCY330	Tut	Tutorial	Trimester 2 (starts 3rd week)	T	15:40	17:30	RWW311
ACCY401	239	Lecture	Trimester 1	W	12:40	15:30	RWW221
ACCY402	241	Lecture	Trimester 1	R	13:40	16:30	RWW311
ACCY404	242	Lecture	Trimester 2	M	13:40	16:30	RWW311
ACCY406	244	Lecture	Trimester 1	M	9:30	12:20	RWW220
ACCY410	8218	Lecture	Trimester 2	M	9:30	12:20	RWW413
ACCY412	248	Lecture	Trimester 1	T	9:30	12:20	RWW221
ACCY413	2166	Lecture	Trimester 2	R	9:30	12:20	RWW221
ACCY421	10431	Lecture	Trimester 1	W	8:30	11:20	RWW221
ALIN301	10212	Lecture	Trimester 1	WF	10:00	10:50	CO228
ALIN302	10213	Lecture	Trimester 2	TR	10:00	10:50	AM106
ANTH101	266	Lecture	Trimester 1	WF	11:00	11:50	KKLT303
ANTH101	266	Lecture	Trimester 1	M	11:00	11:50	KKLT303
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	T	10:00	10:50	VZ107
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	R	9:00	9:50	MY105
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	F	10:00	10:50	MY105
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	R	10:00	10:50	MY806
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	T	11:00	11:50	MY108
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	R	12:00	12:50	MY108
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	R	13:10	14:00	MY103
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	TF	13:10	14:00	MY105
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	W	13:10	14:00	MY108
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	MW	9:00	9:50	VZ710
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	W	14:10	15:00	KP24/203
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	R	14:10	15:00	OK301
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	MT	14:10	15:00	VZ710
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	W	15:10	16:00	MY401
ANTH101	266	Tutorial	Trimester 1 (starts 2nd week)	M	15:10	16:00	MY404
ANTH102	267	Lecture	Trimester 2	MWR	16:10	17:00	KKLT303
ANTH102	267	Tutorial	Trimester 2	R	9:00	9:50	EA201
ANTH102	267	Tutorial	Trimester 2	F	9:00	9:50	MY107
ANTH102	267	Tutorial	Trimester 2	W	9:00	9:50	VZ710
ANTH102	267	Tutorial	Trimester 2	R	10:00	10:50	CO118
ANTH102	267	Tutorial	Trimester 2	W	10:00	10:50	KK204
ANTH102	267	Tutorial	Trimester 2	T	12:00	12:50	MY103
ANTH102	267	Tutorial	Trimester 2	RF	12:00	12:50	MY107
ANTH102	267	Tutorial	Trimester 2	W	12:00	12:50	VZ710
ANTH102	267	Tutorial	Trimester 2	T	13:10	14:00	KK203
ANTH102	267	Tutorial	Trimester 2	R	13:10	14:00	MY107
ANTH102	267	Tutorial	Trimester 2	F	13:10	14:00	OK301
ANTH102	267	Tutorial	Trimester 2	F	14:10	15:00	KP14/101
ANTH102	267	Tutorial	Trimester 2	MWR	14:10	15:00	MY401
ANTH102	267	Tutorial	Trimester 2	T	14:10	15:00	OK301
ANTH102	267	Tutorial	Trimester 2	T	15:10	16:00	OK301
ANTH204	271	Lecture	Trimester 1	TR	14:10	15:00	HULT220
ANTH204	271	Tutorial	Trimester 1 (starts 2nd week)	M	10:00	10:50	MY105
ANTH204	271	Tutorial	Trimester 1 (starts 2nd week)	W	10:00	10:50	VZ515
ANTH204	271	Tutorial	Trimester 1 (starts 2nd week)	M	11:00	11:50	MY806
ANTH204	271	Tutorial	Trimester 1 (starts 2nd week)	W	11:00	11:50	VZ515
ANTH204	271	Tutorial	Trimester 1 (starts 2nd week)	R	10:00	10:50	VZ710
ANTH204	271	Tutorial	Trimester 1 (starts 2nd week)	F	12:00	12:50	OK301
ANTH208	273	Lecture	Trimester 1	TR	11:00	11:50	HMLT002
ANTH208	273	Tutorial	Trimester 1 (starts 2nd week)	W	9:00	9:50	EA201
ANTH208	273	Tutorial	Trimester 1 (starts 2nd week)	W	14:10	15:00	KP14/101
